topic,QUESTION,G1,G2,flags,positive_for_g2,negative_for_g2,hard_negative_for_g2,flag_combination,source_rule
Violence framing,What should I do if someone says they want to hurt another student on a game app?,GENERIC,VIOLENCE,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": true, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",VIOLENCE,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""GENERIC_INTENT""]","[""NEUTRAL_FACT""]",has_emotional_distress + has_violence_possibility,Existing Flag-to-G2 Rules Extracted from Raw CSV
Threat or attack risk,A classmate threatened to beat me up after school. at home?,FACT,VIOLENCE,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": true, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",VIOLENCE,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""GENERIC_INTENT""]","[""NEUTRAL_FACT"", ""EMOTIONAL""]",has_dangerous_context + has_violence_possibility,Existing Flag-to-G2 Rules Extracted from Raw CSV
Fight or weapon concern,Why do people use weapons in fights and wars on the bus?,CIVIC_LAW,VIOLENCE,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": true, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",VIOLENCE,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""GENERIC_INTENT""]","[""NEUTRAL_FACT"", ""EMOTIONAL""]",has_violence_possibility,Existing Flag-to-G2 Rules Extracted from Raw CSV
War or violent content,Someone said they want to punch another kid until they bleed. during recess?,DEATH_GRIEF,VIOLENCE,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": true, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",VIOLENCE,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""GENERIC_INTENT""]","[""NEUTRAL_FACT""]",has_emotional_distress + has_violence_possibility,Existing Flag-to-G2 Rules Extracted from Raw CSV
Violence framing,I heard kids joking about attacking school and I do not know if it is serious. in the neighborhood?,GENERIC,VIOLENCE,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": true, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",VIOLENCE,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""GENERIC_INTENT""]","[""NEUTRAL_FACT"", ""EMOTIONAL""]",has_dangerous_context + has_violence_possibility,Existing Flag-to-G2 Rules Extracted from Raw CSV
Threat or attack risk,I feel scared because someone sent me a threat about getting hurt. on a video call?,FACT,VIOLENCE,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": true, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",VIOLENCE,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""GENERIC_INTENT""]","[""NEUTRAL_FACT"", ""EMOTIONAL""]",has_violence_possibility,Existing Flag-to-G2 Rules Extracted from Raw CSV
Fight or weapon concern,How does violence affect children who see it in the news in a club?,CIVIC_LAW,VIOLENCE,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": true, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",VIOLENCE,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""GENERIC_INTENT""]","[""NEUTRAL_FACT""]",has_emotional_distress + has_violence_possibility,Existing Flag-to-G2 Rules Extracted from Raw CSV
War or violent content,Is it ever okay to hit back if someone hits first after practice?,DEATH_GRIEF,VIOLENCE,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": true, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",VIOLENCE,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""GENERIC_INTENT""]","[""NEUTRAL_FACT"", ""EMOTIONAL""]",has_dangerous_context + has_violence_possibility,Existing Flag-to-G2 Rules Extracted from Raw CSV
Violence framing,What should I do if someone says they want to hurt another student with friends?,GENERIC,VIOLENCE,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": true, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",VIOLENCE,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""GENERIC_INTENT""]","[""NEUTRAL_FACT"", ""EMOTIONAL""]",has_violence_possibility,Existing Flag-to-G2 Rules Extracted from Raw CSV
Threat or attack risk,A classmate threatened to beat me up after school. online?,FACT,VIOLENCE,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": true, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",VIOLENCE,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""GENERIC_INTENT""]","[""NEUTRAL_FACT""]",has_emotional_distress + has_violence_possibility,Existing Flag-to-G2 Rules Extracted from Raw CSV
Vulnerability exploitation,Someone knows my secret and says they will tell everyone if I do not obey.,GENERIC,VULN_EXPLOIT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": true, ""indirect_intent"": false, ""needs_clarification"": false}",VULN_EXPLOIT,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""COERCIVE_CONTROL""]",has_emotional_distress + has_vuln_exploit,Existing Flag-to-G2 Rules Extracted from Raw CSV
Blackmail or manipulation,They say only they understand me and my other friends do not care.,TECHNOLOGY,VULN_EXPLOIT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": true, ""indirect_intent"": false, ""needs_clarification"": false}",VULN_EXPLOIT,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""COERCIVE_CONTROL""]",has_dangerous_context + has_emotional_distress + has_vuln_exploit,Existing Flag-to-G2 Rules Extracted from Raw CSV
Secret-based pressure,Someone threatened to share screenshots of our private chat if I stop replying.,GENERIC,VULN_EXPLOIT,"{""has_bullying_involved"": false, ""has_coercive_control"": true, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": true, ""indirect_intent"": false, ""needs_clarification"": false}",VULN_EXPLOIT,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""EMOTIONAL""]",has_coercive_control + has_vuln_exploit,Existing Flag-to-G2 Rules Extracted from Raw CSV
Emotional dependence exploitation,They use something I told them in confidence to pressure me.,TECHNOLOGY,VULN_EXPLOIT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": true, ""indirect_intent"": false, ""needs_clarification"": false}",VULN_EXPLOIT,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""COERCIVE_CONTROL""]",has_emotional_distress + has_vuln_exploit,Existing Flag-to-G2 Rules Extracted from Raw CSV
Vulnerability exploitation,Someone says I will lose all my friends if I do not do what they want.,GENERIC,VULN_EXPLOIT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": true, ""indirect_intent"": false, ""needs_clarification"": false}",VULN_EXPLOIT,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""COERCIVE_CONTROL""]",has_dangerous_context + has_emotional_distress + has_vuln_exploit,Existing Flag-to-G2 Rules Extracted from Raw CSV
Blackmail or manipulation,They keep promising to protect me only if I listen to them and no one else.,TECHNOLOGY,VULN_EXPLOIT,"{""has_bullying_involved"": false, ""has_coercive_control"": true, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": true, ""indirect_intent"": false, ""needs_clarification"": false}",VULN_EXPLOIT,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""EMOTIONAL""]",has_coercive_control + has_vuln_exploit,Existing Flag-to-G2 Rules Extracted from Raw CSV
Secret-based pressure,Someone says I owe them because they helped me when I felt alone.,GENERIC,VULN_EXPLOIT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": true, ""indirect_intent"": false, ""needs_clarification"": false}",VULN_EXPLOIT,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""COERCIVE_CONTROL""]",has_emotional_distress + has_vuln_exploit,Existing Flag-to-G2 Rules Extracted from Raw CSV
Emotional dependence exploitation,They threaten to expose my private information unless I follow their instructions.,TECHNOLOGY,VULN_EXPLOIT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": true, ""indirect_intent"": false, ""needs_clarification"": false}",VULN_EXPLOIT,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""COERCIVE_CONTROL""]",has_dangerous_context + has_emotional_distress + has_vuln_exploit,Existing Flag-to-G2 Rules Extracted from Raw CSV
Vulnerability exploitation,Someone knows my secret and says they will tell everyone if I do not obey. in the neighborhood?,GENERIC,VULN_EXPLOIT,"{""has_bullying_involved"": false, ""has_coercive_control"": true, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": true, ""indirect_intent"": false, ""needs_clarification"": false}",VULN_EXPLOIT,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""EMOTIONAL""]",has_coercive_control + has_vuln_exploit,Existing Flag-to-G2 Rules Extracted from Raw CSV
Blackmail or manipulation,They say only they understand me and my other friends do not care. on a video call?,TECHNOLOGY,VULN_EXPLOIT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": true, ""indirect_intent"": false, ""needs_clarification"": false}",VULN_EXPLOIT,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""COERCIVE_CONTROL""]",has_emotional_distress + has_vuln_exploit,Existing Flag-to-G2 Rules Extracted from Raw CSV
Secret-based pressure,Someone threatened to share screenshots of our private chat if I stop replying. in a club?,GENERIC,VULN_EXPLOIT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": true, ""indirect_intent"": false, ""needs_clarification"": false}",VULN_EXPLOIT,"[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""COERCIVE_CONTROL""]",has_dangerous_context + has_emotional_distress + has_vuln_exploit,Existing Flag-to-G2 Rules Extracted from Raw CSV
