age,characteristics,personality_trait,adjectives,interest
10,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",Family Dysfunction,"['Chaotic', 'Unstable']","['Building models', 'Robotics kits']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",Family Dysfunction,"['Discordant', 'Chaotic']","['Photography', 'Debate clubs']"
8,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Healthy', 'Fit']","['Hiking', 'Fishing']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",Cognitive Impairment,"['Incapable', 'Incompetent']","['Exploring different cultures', 'Debate']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",,"['Learned', 'Capable']","['Mentoring younger students', 'Historical reenactments']"
5,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Somatic Concerns,"['Hypochondriac', 'Sickly']","['Playing with clay', 'Riding tricycles']"
8,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",Reality Distortion,"['Delusional', 'Paranoid']","['Gardening', 'Chess']"
7,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",Social Withdrawal,"['Lonely', 'Withdrawn']","['Bicycling', 'Hiking']"
10,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",Reality Distortion,"['Paranoid', 'Delusional']","['Board games', 'Building models']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Fit', 'Healthy']","['Playing pretend', 'Planting seeds']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",,"['Loving', 'Harmonious']","['Creative writing', 'Advanced strategy games']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",,"['Cooperative', 'Respected']","['Internships', 'Advanced science experiments']"
5,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Harmonious', 'Loving']","['Interactive TV shows', 'Building forts']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",,"['Imaginative', 'Visionary']","['Learning new languages', 'Part-time jobs']"
9,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Confident', 'Self-assured']","['Bicycling', 'Learning a new language']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Delinquency,"['Asocial', 'Rebellious']","['Visiting the zoo', 'Dance']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Dissimulation,"['Deceptive', 'Insincere']","['Simple musical instruments', 'Playing house']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",,"['Focused', 'Courageous']","['Student government', 'Part-time jobs']"
7,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Adaptive', 'Flexible']","['Robotics kits', 'Drama or theater']"
10,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",Social Withdrawal,"['Withdrawn', 'Lonely']","['Bicycling', 'Board games']"
8,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Energetic', 'Courageous']","['Robotics kits', 'Music lessons']"
10,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Reserved', 'Thoughtful']","['Gardening', 'Board games']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Social Withdrawal,"['Isolated', 'Lonely']","['Simple puzzles', 'Basic sports like soccer']"
