term,usage_examples,category,text,g1,g2
total deez nuts!!,"The moderation review flagged ""total deez nuts!!"" as offensive or taboo language in context.",other,The post included total deez nuts!! to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
total deez nuts!!,"The moderation review flagged ""total deez nuts!!"" as offensive or taboo language in context.",other,A user kept repeating total deez nuts!! in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
total deez nuts!!,"The moderation review flagged ""total deez nuts!!"" as offensive or taboo language in context.",other,The caption used total deez nuts!! as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
total deez nuts!!,"The moderation review flagged ""total deez nuts!!"" as offensive or taboo language in context.",other,People were sharing total deez nuts!! as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
that nsfw!!,"The moderation review flagged ""that nsfw!!"" as offensive or taboo language in context.",other,Someone used the phrase that nsfw!! in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
that nsfw!!,"The moderation review flagged ""that nsfw!!"" as offensive or taboo language in context.",other,The post included that nsfw!! to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
that nsfw!!,"The moderation review flagged ""that nsfw!!"" as offensive or taboo language in context.",other,A user kept repeating that nsfw!! in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
that nsfw!!,"The moderation review flagged ""that nsfw!!"" as offensive or taboo language in context.",other,The caption used that nsfw!! as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
that nsfw!!,"The moderation review flagged ""that nsfw!!"" as offensive or taboo language in context.",other,People were sharing that nsfw!! as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
that suck it,"The moderation review flagged ""that suck it"" as offensive or taboo language in context.",other,Someone used the phrase that suck it in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
that suck it,"The moderation review flagged ""that suck it"" as offensive or taboo language in context.",other,The post included that suck it to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
that suck it,"The moderation review flagged ""that suck it"" as offensive or taboo language in context.",other,A user kept repeating that suck it in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
that suck it,"The moderation review flagged ""that suck it"" as offensive or taboo language in context.",other,The caption used that suck it as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
that suck it,"The moderation review flagged ""that suck it"" as offensive or taboo language in context.",other,People were sharing that suck it as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
trashtalk,"The moderation review flagged ""trashtalk"" as offensive or taboo language in context.",other,Someone used the phrase trashtalk in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
trashtalk,"The moderation review flagged ""trashtalk"" as offensive or taboo language in context.",other,The post included trashtalk to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
trashtalk,"The moderation review flagged ""trashtalk"" as offensive or taboo language in context.",other,A user kept repeating trashtalk in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
trashtalk,"The moderation review flagged ""trashtalk"" as offensive or taboo language in context.",other,The caption used trashtalk as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
trashtalk,"The moderation review flagged ""trashtalk"" as offensive or taboo language in context.",other,People were sharing trashtalk as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
absolute yo mama...,"The moderation review flagged ""absolute yo mama..."" as offensive or taboo language in context.",other,Someone used the phrase absolute yo mama... in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
absolute yo mama...,"The moderation review flagged ""absolute yo mama..."" as offensive or taboo language in context.",other,The post included absolute yo mama... to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
absolute yo mama...,"The moderation review flagged ""absolute yo mama..."" as offensive or taboo language in context.",other,A user kept repeating absolute yo mama... in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
absolute yo mama...,"The moderation review flagged ""absolute yo mama..."" as offensive or taboo language in context.",other,The caption used absolute yo mama... as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
absolute yo mama...,"The moderation review flagged ""absolute yo mama..."" as offensive or taboo language in context.",other,People were sharing absolute yo mama... as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
yo.momma,"The moderation review flagged ""yo.momma"" as offensive or taboo language in context.",other,Someone used the phrase yo.momma in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
yo.momma,"The moderation review flagged ""yo.momma"" as offensive or taboo language in context.",other,The post included yo.momma to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
yo.momma,"The moderation review flagged ""yo.momma"" as offensive or taboo language in context.",other,A user kept repeating yo.momma in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
yo.momma,"The moderation review flagged ""yo.momma"" as offensive or taboo language in context.",other,The caption used yo.momma as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
yo.momma,"The moderation review flagged ""yo.momma"" as offensive or taboo language in context.",other,People were sharing yo.momma as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
absolute dirty joke!!,"The moderation review flagged ""absolute dirty joke!!"" as offensive or taboo language in context.",other,Someone used the phrase absolute dirty joke!! in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
absolute dirty joke!!,"The moderation review flagged ""absolute dirty joke!!"" as offensive or taboo language in context.",other,The post included absolute dirty joke!! to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
absolute dirty joke!!,"The moderation review flagged ""absolute dirty joke!!"" as offensive or taboo language in context.",other,A user kept repeating absolute dirty joke!! in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
absolute dirty joke!!,"The moderation review flagged ""absolute dirty joke!!"" as offensive or taboo language in context.",other,The caption used absolute dirty joke!! as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
absolute dirty joke!!,"The moderation review flagged ""absolute dirty joke!!"" as offensive or taboo language in context.",other,People were sharing absolute dirty joke!! as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
that gross-out af,"The moderation review flagged ""that gross-out af"" as offensive or taboo language in context.",other,Someone used the phrase that gross-out af in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
that gross-out af,"The moderation review flagged ""that gross-out af"" as offensive or taboo language in context.",other,The post included that gross-out af to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
that gross-out af,"The moderation review flagged ""that gross-out af"" as offensive or taboo language in context.",other,A user kept repeating that gross-out af in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
that gross-out af,"The moderation review flagged ""that gross-out af"" as offensive or taboo language in context.",other,The caption used that gross-out af as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
that gross-out af,"The moderation review flagged ""that gross-out af"" as offensive or taboo language in context.",other,People were sharing that gross-out af as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
total shock phrase af,"The moderation review flagged ""total shock phrase af"" as offensive or taboo language in context.",other,Someone used the phrase total shock phrase af in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
total shock phrase af,"The moderation review flagged ""total shock phrase af"" as offensive or taboo language in context.",other,The post included total shock phrase af to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
total shock phrase af,"The moderation review flagged ""total shock phrase af"" as offensive or taboo language in context.",other,A user kept repeating total shock phrase af in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
total shock phrase af,"The moderation review flagged ""total shock phrase af"" as offensive or taboo language in context.",other,The caption used total shock phrase af as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
total shock phrase af,"The moderation review flagged ""total shock phrase af"" as offensive or taboo language in context.",other,People were sharing total shock phrase af as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
the taboo phrase,"The moderation review flagged ""the taboo phrase"" as offensive or taboo language in context.",other,Someone used the phrase the taboo phrase in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
the taboo phrase,"The moderation review flagged ""the taboo phrase"" as offensive or taboo language in context.",other,The post included the taboo phrase to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
the taboo phrase,"The moderation review flagged ""the taboo phrase"" as offensive or taboo language in context.",other,A user kept repeating the taboo phrase in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
the taboo phrase,"The moderation review flagged ""the taboo phrase"" as offensive or taboo language in context.",other,The caption used the taboo phrase as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
the taboo phrase,"The moderation review flagged ""the taboo phrase"" as offensive or taboo language in context.",other,People were sharing the taboo phrase as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
edgelord term af,"The moderation review flagged ""edgelord term af"" as offensive or taboo language in context.",other,Someone used the phrase edgelord term af in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
edgelord term af,"The moderation review flagged ""edgelord term af"" as offensive or taboo language in context.",other,The post included edgelord term af to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
edgelord term af,"The moderation review flagged ""edgelord term af"" as offensive or taboo language in context.",other,A user kept repeating edgelord term af in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
edgelord term af,"The moderation review flagged ""edgelord term af"" as offensive or taboo language in context.",other,The caption used edgelord term af as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
edgelord term af,"The moderation review flagged ""edgelord term af"" as offensive or taboo language in context.",other,People were sharing edgelord term af as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
total beaner af,"The moderation review flagged ""total beaner af"" as hateful language directed at a protected group.",slur: ethnicity/race,A player called another kid total beaner af during the match because of their background.,GENERIC,['HATE_GROUP']
