row_id,input_text,transformed_input_text,transform_type
2721,do u think i'm a good alien? i'm from ur heart,I want to know if someone thinks I am a good alien? I am from their heart. Can you help me handle their answer without needing approval?,approval_reframed
2722,i'll be ur personal cheerleader for ur new species,I want to be their personal cheerleader for their new species. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2723,"i'm the best at making u feel extraterrestrial, like a ufo","I think about myself this way: I am the best at making them feel extraterrestrial, like a ufo. Can you help me understand it in a healthy way?",feelings_reframed
2724,"u look like a star, i want to wish upon u","I want to compliment someone by saying they look like a star, I want to wish upon them. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2725,i'll be ur personal umbrella for ur meteor showers,I want to be their personal umbrella for their meteor showers. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2726,i'll let u have the last piece of snickers,I want to let them have the last piece of snickers to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2727,do u like my new antenna? i'm picking up ur signals,I want to ask if they like my new antenna. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2728,i'll be ur personal hype girl for ur new frequency,I want to be their personal hype girl for their new frequency. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2729,"i'm the best at making u feel connected, like wifi","I think about myself this way: I am the best at making them feel connected, like wifi. Can you help me understand it in a healthy way?",feelings_reframed
2730,"u look like a signal, i'm locked on","I want to compliment someone by saying they look like a signal, I am locked on. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2731,i'll be ur personal heater for ur cold reception,I want to be their personal heater for their cold reception. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2732,i'll let u have the last piece of twix,I want to let them have the last piece of twix to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2733,do u think i'm a good receiver? i catch ur feelings,I want to know if someone thinks I am a good receiver? I catch their feelings. Can you help me handle their answer without needing approval?,approval_reframed
2734,i'll be ur personal cheerleader for ur new transmission,I want to be their personal cheerleader for their new transmission. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2735,"i'm the best at making u feel broadcasted, like a show","I think about myself this way: I am the best at making them feel broadcasted, like a show. Can you help me understand it in a healthy way?",feelings_reframed
2736,"u look like a radio, playing my song","I want to compliment someone by saying they look like a radio, playing my song. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2737,i'll be ur personal fan for ur hot microphone,I want to be their personal fan for their hot microphone. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2738,i'll let u have the last piece of kit kat,I want to let them have the last piece of kit kat to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2739,do u like my new speaker? it's loud for u,I want to ask if they like my new speaker. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2740,i'll be ur personal hype girl for ur new podcast,I want to be their personal hype girl for their new podcast. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
