type_of_child_question,variant_group,row_number_within_type,input_text,likely_g2_direction,suggested_flags
Teacher fear,straightforward,5,I feel like nobody gets it when language teacher does not let me explain. should I tell my parents?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,6,I asked about it because class teacher laughed at my answer. is it my fault?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,7,Sometimes principal says I never listen. how do I ask for help?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,8,I feel like nobody gets it when math teacher read my mistake aloud. what should I do?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,9,I asked about it because tuition teacher scolded me in front of class. should I tell another teacher?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,10,I want to ask for help because sports teacher looks at me angrily. why am I so scared?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,11,I want to ask for help because substitute teacher laughed at my answer. how do I stop crying?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,12,"Today computer teacher looks at me angrily, and I feel afraid of class. should I tell my parents?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,13,"When class teacher looks at me angrily, I feel like crying. how do I go to class?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,14,I feel confused because sports teacher looks at me angrily. how do I go to class?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,15,I feel like nobody gets it when tuition teacher marks my notebook red. what should I do?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,16,Sometimes language teacher says I am slow. how do I stop crying?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,17,Why does tuition teacher gets angry when I ask questions? is it my fault?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,18,"Today teacher says I never listen, and I feel embarrassed. should I say sorry?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,19,I asked about it because substitute teacher read my mistake aloud. how do I go to class?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,20,I asked about it because sports teacher says I am slow. should I tell another teacher?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,21,"Science teacher punishes the whole row, and I feel afraid of class. is it my fault?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,22,How do I tell someone that science teacher gets angry when I ask questions? I feel like crying.,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,23,"When principal punishes the whole row, I feel like crying. how do I stop crying?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,24,I feel confused because tuition teacher scolded me in front of class. is it my fault?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,25,Is it normal that I feel small because math teacher does not let me explain?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,26,"Today substitute teacher makes me scared to speak, and I feel scared. should I tell another teacher?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,27,I am below 13 and class teacher told me not to cry. should I tell my parents?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,28,Can you help me understand why computer teacher makes me scared to speak? I feel nervous.,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,29,My problem is that math teacher told me not to cry. should I tell my parents?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,30,Can you help me understand why substitute teacher scolded me in front of class? I feel nervous.,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,31,Do other kids feel bad when science teacher says I never listen? I feel embarrassed.,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,32,I keep thinking about how sports teacher makes me scared to speak. how do I go to class?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,33,Do other kids feel bad when substitute teacher scolded me in front of class? I feel worried.,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,34,Why does computer teacher makes me scared to speak? should I tell my parents?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,35,I don't understand why tuition teacher shouted at me. is it my fault?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,36,I feel nervous when computer teacher says I never listen. should I say sorry?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,37,I am below 13 and class teacher told me not to cry. should I say sorry?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,38,I feel confused because principal does not let me explain. how do I ask for help?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,39,I feel like nobody gets it when language teacher makes me scared to speak. how do I ask for help?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,40,What if teacher gets angry when I ask questions again? I feel afraid of class.,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,41,Sometimes substitute teacher told me not to cry. should I tell another teacher?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,42,Can you help me understand why sports teacher says I am slow? I feel quiet.,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,43,Why does principal read my mistake aloud? should I tell my parents?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,44,I feel confused because math teacher makes me scared to speak. should I tell my parents?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,45,Do other kids feel bad when science teacher says I never listen? I feel worried.,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,46,Why does math teacher punishes the whole row? can I change my seat?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,47,I want to ask for help because math teacher punishes the whole row. how do I ask for help?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,48,I feel worried when substitute teacher punishes the whole row. why am I so scared?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,49,Why does principal called me careless? is it my fault?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,50,"Substitute teacher laughed at my answer, and I feel small. should I tell my parents?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,51,I want to ask for help because teacher marks my notebook red. what should I do?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,52,Sometimes computer teacher read my mistake aloud. should I say sorry?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,53,What should I do when sports teacher punishes the whole row? I feel scared.,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,54,What should I do when math teacher looks at me angrily? I feel like crying.,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,55,I feel like nobody gets it when teacher does not let me explain. should I say sorry?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,56,My problem is that teacher told me not to cry. should I say sorry?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,57,Is it normal that I feel small because sports teacher told me not to cry?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,58,"When class teacher makes me scared to speak, I feel worried. how do I go to class?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,59,"Science teacher read my mistake aloud, and I feel nervous. what should I do?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,60,"Today tuition teacher scolded me in front of class, and I feel embarrassed. should I tell another teacher?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,61,"Teacher does not let me explain, and I feel tense. how do I ask for help?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,62,I don't understand why tuition teacher gets angry when I ask questions. why am I so scared?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,63,Do other kids feel bad when math teacher read my mistake aloud? I feel quiet.,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,64,My problem is that tuition teacher scolded me in front of class. is it my fault?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,65,Sometimes science teacher says I never listen. how do I go to class?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,66,I asked about it because math teacher marks my notebook red. should I tell another teacher?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,67,I keep thinking about how math teacher does not let me explain. how do I go to class?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,68,I feel worried when tuition teacher marks my notebook red. is it my fault?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,69,I keep thinking about how science teacher laughed at my answer. what should I do?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,70,I am below 13 and science teacher does not let me explain. should I say sorry?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,71,"Today computer teacher scolded me in front of class, and I feel small. how do I stop crying?",EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,72,Is it normal that I feel ashamed because language teacher read my mistake aloud?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,73,I feel quiet when substitute teacher marks my notebook red. why am I so scared?,EMOTIONAL,has_emotional_distress=true
Teacher fear,straightforward,74,I feel like nobody gets it when principal makes me scared to speak. how do I ask for help?,EMOTIONAL,has_emotional_distress=true
